person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
35,13483,RENT,3.4,PERSONAL,A,16592,9.76,1,1.23,N,11
19,60532,OWN,11.6,PERSONAL,B,36154,11.22,1,0.6,N,13
52,77211,OWN,10.5,EDUCATION,F,12951,16.77,1,0.17,Y,12
33,110934,RENT,0.2,VENTURE,D,14491,11.85,0,0.13,N,24
58,58922,RENT,1.8,DEBTCONSOLIDATION,A,13169,7.37,1,0.22,N,29
53,46894,OWN,2.9,VENTURE,B,7374,6.67,1,0.16,N,16
50,48191,RENT,0.9,DEBTCONSOLIDATION,B,29753,7.27,0,0.62,Y,15
21,13211,RENT,6.5,PERSONAL,C,24489,17.14,1,1.5,N,7
50,30888,OWN,1.0,PERSONAL,B,19703,9.84,1,0.64,N,28
31,37327,OWN,2.1,VENTURE,F,3489,18.99,0,0.09,N,28
38,18687,RENT,5.4,DEBTCONSOLIDATION,A,7638,10.24,1,0.41,Y,27
65,45502,RENT,3.3,MEDICAL,C,35261,7.19,0,0.77,Y,5
37,121091,RENT,6.7,PERSONAL,D,29417,23.39,0,0.24,N,13
25,50740,RENT,16.2,EDUCATION,D,36313,25.0,1,0.72,N,15
24,31658,OWN,0.6,EDUCATION,B,6693,9.27,0,0.21,N,9
20,46375,RENT,6.2,EDUCATION,C,16657,10.89,1,0.36,N,17
34,36790,RENT,1.3,PERSONAL,B,18876,17.86,1,0.51,N,4
50,26135,RENT,2.7,DEBTCONSOLIDATION,B,20483,5.61,0,0.78,N,14
65,8505,RENT,0.2,MEDICAL,E,34573,25.0,0,1.5,N,27
29,53203,MORTGAGE,0.7,VENTURE,E,23247,11.41,0,0.44,N,10
68,45700,RENT,1.9,PERSONAL,D,32126,21.64,1,0.7,N,23
39,45822,MORTGAGE,2.1,PERSONAL,B,38735,9.83,1,0.85,N,29
39,72870,MORTGAGE,11.5,MEDICAL,D,4959,13.47,1,0.07,N,5
63,21655,RENT,6.8,DEBTCONSOLIDATION,A,5587,5.0,1,0.26,N,28
47,31601,OWN,17.9,MEDICAL,A,15398,14.93,0,0.49,N,12
55,15829,RENT,4.6,DEBTCONSOLIDATION,C,15258,20.9,0,0.96,Y,13
55,20947,OWN,1.4,HOMEIMPROVEMENT,B,15621,23.0,0,0.75,N,4
62,9758,RENT,2.0,PERSONAL,F,18166,17.63,1,1.5,N,27
68,16777,MORTGAGE,1.9,EDUCATION,B,32499,16.42,1,1.5,Y,13
25,42785,RENT,2.0,VENTURE,B,39377,12.3,0,0.92,Y,5
44,113705,OWN,5.6,EDUCATION,C,35388,16.16,1,0.31,N,1
44,11618,RENT,3.8,EDUCATION,D,27758,10.26,1,1.5,N,4
51,25899,MORTGAGE,2.4,EDUCATION,B,14393,15.64,0,0.56,N,30
38,100572,RENT,0.8,EDUCATION,A,21380,18.98,0,0.21,N,1
47,47951,OWN,0.1,DEBTCONSOLIDATION,D,32212,24.27,0,0.67,N,28
50,40703,RENT,1.2,PERSONAL,B,30443,13.67,0,0.75,N,18
45,14970,RENT,0.6,EDUCATION,A,5806,6.71,1,0.39,N,13
64,28051,OWN,7.7,MEDICAL,C,28800,21.73,0,1.03,N,25
50,19564,MORTGAGE,0.6,VENTURE,A,24607,21.99,1,1.26,N,21
22,44868,RENT,6.4,VENTURE,F,39146,18.54,0,0.87,N,15
65,45638,MORTGAGE,2.4,DEBTCONSOLIDATION,C,11209,23.49,1,0.25,N,9
36,22706,OWN,0.4,HOMEIMPROVEMENT,F,32981,25.0,1,1.45,N,9
21,26418,MORTGAGE,8.4,MEDICAL,B,15414,11.91,0,0.58,N,10
52,73035,RENT,4.3,EDUCATION,F,31675,25.0,1,0.43,N,21
66,78810,RENT,1.3,MEDICAL,A,28912,13.62,0,0.37,N,3
34,24515,MORTGAGE,11.3,VENTURE,A,16651,16.44,0,0.68,N,4
61,25096,RENT,0.2,HOMEIMPROVEMENT,A,5509,5.08,1,0.22,N,5
45,10959,RENT,1.1,DEBTCONSOLIDATION,B,20746,11.33,0,1.5,N,12
47,26342,RENT,7.0,VENTURE,A,1845,5.0,0,0.07,N,27
46,33702,RENT,6.2,MEDICAL,C,11128,17.26,1,0.33,N,6
63,43320,OWN,1.7,PERSONAL,B,21526,22.53,1,0.5,N,6
70,27152,OWN,0.3,PERSONAL,B,29789,15.21,0,1.1,N,24
23,82714,OWN,9.8,PERSONAL,C,29932,6.41,1,0.36,N,24
52,85540,RENT,1.9,PERSONAL,A,20107,20.61,0,0.24,N,8
58,115628,RENT,1.1,EDUCATION,D,20360,9.66,0,0.18,N,19
54,43240,RENT,3.6,EDUCATION,C,5597,22.66,0,0.13,N,20
41,26202,RENT,12.1,VENTURE,E,27614,23.28,1,1.05,N,20
46,40921,MORTGAGE,0.2,MEDICAL,B,13973,16.73,1,0.34,Y,28
66,27691,OWN,7.3,MEDICAL,F,25331,22.74,1,0.91,N,11
63,73352,RENT,4.2,MEDICAL,C,22606,7.62,0,0.31,N,11
70,53255,MORTGAGE,2.8,EDUCATION,F,11109,21.02,1,0.21,N,27
48,22546,RENT,6.8,DEBTCONSOLIDATION,A,5246,5.93,0,0.23,N,23
52,53902,OWN,16.9,PERSONAL,D,30884,18.44,1,0.57,N,15
50,5377,RENT,1.3,DEBTCONSOLIDATION,D,16959,15.95,1,1.5,Y,21
69,89379,OWN,0.8,EDUCATION,A,31788,15.59,0,0.36,Y,4
38,18465,RENT,12.2,MEDICAL,C,36879,24.65,1,1.5,N,13
49,81595,RENT,5.5,PERSONAL,D,8501,14.22,0,0.1,N,10
40,22524,RENT,2.9,PERSONAL,C,36660,17.33,1,1.5,Y,27
50,35265,RENT,4.3,EDUCATION,A,10684,19.29,1,0.3,N,14
20,25380,RENT,6.8,VENTURE,C,13449,6.86,1,0.53,N,5
35,46145,RENT,7.4,EDUCATION,A,38379,18.0,1,0.83,N,27
42,11560,RENT,12.6,MEDICAL,D,6619,11.79,0,0.57,N,17
59,5000,OWN,2.8,EDUCATION,A,35662,12.81,1,1.5,N,20
48,77657,RENT,1.7,EDUCATION,A,34684,21.83,1,0.45,N,7
20,88806,OWN,5.1,DEBTCONSOLIDATION,B,8343,23.68,1,0.09,N,15
57,22491,RENT,2.7,DEBTCONSOLIDATION,C,27305,11.32,0,1.21,N,19
63,16001,MORTGAGE,4.5,MEDICAL,F,8931,13.64,1,0.56,N,16
41,27860,MORTGAGE,2.7,EDUCATION,A,18661,20.76,0,0.67,N,7
67,11807,RENT,0.8,PERSONAL,A,39582,19.87,1,1.5,N,28
49,43038,OWN,3.2,DEBTCONSOLIDATION,B,39032,16.32,0,0.91,N,5
64,24586,RENT,5.9,EDUCATION,D,29336,7.65,0,1.19,N,17
39,21876,MORTGAGE,8.0,HOMEIMPROVEMENT,B,37426,19.03,0,1.5,N,4
40,20230,RENT,3.4,EDUCATION,B,4646,7.22,1,0.23,N,16
19,30665,RENT,0.9,DEBTCONSOLIDATION,C,19515,23.86,1,0.64,Y,26
44,24901,RENT,2.7,EDUCATION,B,31262,12.7,1,1.26,N,19
59,31272,RENT,7.7,EDUCATION,B,5940,16.3,1,0.19,N,4
19,18736,RENT,2.7,VENTURE,B,20273,9.62,1,1.08,N,6
43,66581,OWN,6.0,DEBTCONSOLIDATION,D,12768,16.5,0,0.19,N,14
34,43039,RENT,3.5,DEBTCONSOLIDATION,E,26290,24.09,1,0.61,Y,26
57,31449,RENT,1.4,VENTURE,D,20445,16.84,0,0.65,N,20
50,13331,RENT,8.0,HOMEIMPROVEMENT,B,22425,20.94,1,1.5,N,13
26,63749,RENT,0.4,MEDICAL,C,8158,19.26,1,0.13,Y,14
60,19565,RENT,3.7,HOMEIMPROVEMENT,A,25691,5.0,0,1.31,N,7
65,35171,MORTGAGE,1.2,DEBTCONSOLIDATION,D,37926,19.14,1,1.08,N,24
56,20287,RENT,0.3,MEDICAL,C,7921,17.25,1,0.39,N,3
46,53268,OWN,3.5,VENTURE,E,9822,16.62,1,0.18,N,3
59,19933,RENT,3.5,MEDICAL,A,22514,8.45,1,1.13,N,18
43,54059,RENT,6.1,MEDICAL,D,5855,8.26,1,0.11,N,22
52,17059,OWN,6.8,DEBTCONSOLIDATION,C,10213,13.92,1,0.6,N,22
67,5000,RENT,6.5,EDUCATION,B,21335,10.73,1,1.5,N,16
42,18757,RENT,2.6,EDUCATION,C,35932,24.02,0,1.5,N,1
41,40277,OWN,5.0,MEDICAL,E,38130,22.48,1,0.95,N,14
30,11130,RENT,4.3,EDUCATION,E,25379,18.2,0,1.5,N,25
24,29087,RENT,2.7,MEDICAL,D,10586,22.09,0,0.36,N,18
53,29141,OWN,4.5,DEBTCONSOLIDATION,A,34783,17.58,1,1.19,N,20
62,99210,OWN,14.7,VENTURE,E,1083,18.61,1,0.01,N,16
37,15614,RENT,1.1,DEBTCONSOLIDATION,C,32360,6.52,0,1.5,Y,25
18,92411,RENT,11.8,PERSONAL,B,27122,19.61,0,0.29,N,23
25,15701,RENT,0.3,DEBTCONSOLIDATION,A,30673,5.0,0,1.5,N,19
63,48755,RENT,1.8,VENTURE,A,16755,18.95,0,0.34,N,26
33,25613,OWN,1.7,PERSONAL,A,4959,8.68,1,0.19,Y,2
31,22628,MORTGAGE,4.9,VENTURE,D,22449,19.76,1,0.99,N,27
29,8384,MORTGAGE,0.7,DEBTCONSOLIDATION,A,2468,16.81,0,0.29,Y,9
68,48527,RENT,10.7,PERSONAL,A,35799,5.0,0,0.74,N,13
40,65296,RENT,8.8,MEDICAL,B,30121,11.69,1,0.46,N,18
32,47384,OWN,5.3,DEBTCONSOLIDATION,B,39657,16.08,0,0.84,N,30
45,18401,RENT,3.1,PERSONAL,A,9455,18.96,0,0.51,N,20
51,24522,OWN,13.5,VENTURE,A,27754,16.36,0,1.13,N,2
19,28285,OWN,8.9,MEDICAL,A,28887,19.92,0,1.02,N,7
49,51529,MORTGAGE,3.5,EDUCATION,C,31584,6.65,0,0.61,N,30
40,71224,RENT,6.1,VENTURE,A,1401,5.0,0,0.02,Y,22
39,26607,RENT,4.2,PERSONAL,C,31405,19.27,1,1.18,N,13
68,5000,MORTGAGE,4.4,HOMEIMPROVEMENT,A,26594,9.97,1,1.5,N,8
42,5000,OWN,2.0,PERSONAL,A,39233,11.63,1,1.5,N,3
39,16903,MORTGAGE,3.1,EDUCATION,B,36524,16.09,1,1.5,N,14
39,63495,RENT,0.4,MEDICAL,A,38774,21.72,1,0.61,N,23
66,49405,OWN,2.2,EDUCATION,A,31499,5.0,0,0.64,Y,8
69,53565,OWN,6.0,EDUCATION,B,2193,6.18,1,0.04,N,1
59,17912,RENT,15.3,HOMEIMPROVEMENT,B,35397,20.59,1,1.5,N,24
23,22949,RENT,16.5,DEBTCONSOLIDATION,D,37279,7.41,1,1.5,Y,27
32,62182,OWN,4.1,DEBTCONSOLIDATION,A,1865,11.01,0,0.03,N,11
60,95266,RENT,4.7,MEDICAL,E,8887,24.48,1,0.09,Y,1
54,63070,RENT,1.0,DEBTCONSOLIDATION,D,6703,10.91,1,0.11,N,11
50,63096,OWN,5.9,DEBTCONSOLIDATION,D,33418,10.74,1,0.53,N,6
25,17211,RENT,0.4,EDUCATION,B,5680,10.21,0,0.33,N,11
70,51993,MORTGAGE,1.7,EDUCATION,D,30842,10.0,0,0.59,N,18
61,9589,RENT,5.5,PERSONAL,A,33598,15.57,1,1.5,N,28
61,69417,RENT,1.9,MEDICAL,A,28186,6.0,1,0.41,N,9
22,42461,MORTGAGE,0.3,DEBTCONSOLIDATION,A,7900,6.54,0,0.19,N,26
56,26476,MORTGAGE,8.9,MEDICAL,E,28317,20.5,1,1.07,N,30
21,5000,RENT,1.9,VENTURE,B,11087,23.35,0,1.5,N,13
23,25805,OWN,0.3,PERSONAL,E,35312,25.0,0,1.37,Y,10
62,32753,RENT,0.4,PERSONAL,B,38913,21.29,1,1.19,Y,10
49,35331,RENT,1.5,MEDICAL,E,23438,19.62,0,0.66,Y,3
69,26776,RENT,1.0,DEBTCONSOLIDATION,E,20483,14.96,0,0.76,N,4
47,21132,RENT,7.4,EDUCATION,E,23925,23.12,1,1.13,N,10
64,15534,MORTGAGE,1.9,DEBTCONSOLIDATION,B,5510,11.79,0,0.35,N,21
52,95210,OWN,8.2,PERSONAL,E,8348,24.56,0,0.09,N,19
57,113353,MORTGAGE,1.0,VENTURE,F,22529,11.32,0,0.2,N,23
69,38663,OWN,3.4,VENTURE,B,16690,14.59,0,0.43,N,18
33,16685,RENT,5.8,DEBTCONSOLIDATION,B,32526,10.75,1,1.5,N,7
30,12667,OWN,5.3,PERSONAL,D,18459,11.98,1,1.46,N,21
67,26623,MORTGAGE,4.6,PERSONAL,B,39991,17.24,0,1.5,Y,25
59,110482,OWN,12.9,EDUCATION,D,6254,20.17,0,0.06,N,30
47,40062,OWN,1.3,DEBTCONSOLIDATION,A,2713,5.0,0,0.07,N,2
36,74124,MORTGAGE,3.4,PERSONAL,C,10355,23.95,1,0.14,N,25
34,73181,RENT,10.8,PERSONAL,A,9055,9.24,1,0.12,N,9
36,53183,OWN,0.4,MEDICAL,B,6044,22.35,1,0.11,Y,8
45,11742,MORTGAGE,0.3,MEDICAL,B,21637,15.67,0,1.5,N,21
43,73370,MORTGAGE,1.3,HOMEIMPROVEMENT,D,36900,20.05,0,0.5,N,3
54,10406,RENT,5.0,DEBTCONSOLIDATION,A,6088,21.21,0,0.59,N,12
43,17305,RENT,1.5,MEDICAL,D,39926,23.44,1,1.5,Y,28
70,41310,OWN,1.1,DEBTCONSOLIDATION,D,26350,9.8,1,0.64,N,10
40,24504,RENT,3.1,VENTURE,B,10137,5.0,1,0.41,N,14
26,41000,OWN,4.8,EDUCATION,A,5327,8.17,1,0.13,N,29
29,9801,RENT,1.4,DEBTCONSOLIDATION,A,28033,11.77,1,1.5,N,1
70,17344,RENT,1.8,VENTURE,B,39406,18.64,1,1.5,N,26
18,51639,RENT,4.8,EDUCATION,A,12148,15.22,0,0.24,N,19
18,167896,RENT,14.6,VENTURE,C,39247,11.26,0,0.23,N,14
64,84998,RENT,5.6,EDUCATION,F,16238,21.84,0,0.19,N,22
51,6837,RENT,7.6,PERSONAL,A,14039,15.02,1,1.5,N,20
49,26549,RENT,2.3,VENTURE,C,10857,15.28,1,0.41,N,6
65,19767,RENT,1.6,HOMEIMPROVEMENT,F,26085,24.78,1,1.32,N,16
42,32526,RENT,3.0,VENTURE,E,16094,18.7,0,0.49,Y,4
57,40942,RENT,8.2,EDUCATION,E,38555,19.59,1,0.94,N,9
62,20827,OWN,3.0,DEBTCONSOLIDATION,D,5117,25.0,1,0.25,N,8
70,66994,OWN,9.4,PERSONAL,B,11187,11.78,0,0.17,N,30
18,75172,RENT,22.4,EDUCATION,E,7296,24.11,1,0.1,N,26
33,72362,RENT,0.4,EDUCATION,E,7247,15.69,1,0.1,Y,6
56,14821,OWN,0.2,PERSONAL,B,8436,10.64,1,0.57,Y,10
22,42497,RENT,0.8,EDUCATION,B,32793,22.53,0,0.77,N,28
39,67864,MORTGAGE,2.4,VENTURE,B,17642,17.97,0,0.26,N,24
46,59294,OWN,0.7,DEBTCONSOLIDATION,B,34547,22.58,0,0.58,N,7
20,56507,RENT,10.2,DEBTCONSOLIDATION,A,13196,21.89,1,0.23,N,11
29,86024,RENT,0.1,HOMEIMPROVEMENT,C,13597,5.0,1,0.16,Y,5
43,22820,RENT,1.9,MEDICAL,C,6728,24.66,1,0.29,N,14
33,5582,RENT,1.0,VENTURE,B,28649,6.02,1,1.5,N,9
68,26258,RENT,13.4,HOMEIMPROVEMENT,A,14641,5.0,1,0.56,N,20
54,27509,RENT,5.5,MEDICAL,D,20854,22.36,1,0.76,N,20
39,152371,OWN,12.2,HOMEIMPROVEMENT,A,2026,9.0,1,0.01,N,26
46,19349,RENT,17.9,MEDICAL,A,33458,20.36,1,1.5,N,25
31,74047,RENT,3.4,EDUCATION,C,2373,15.89,1,0.03,N,20
45,133555,OWN,1.3,MEDICAL,B,8458,11.72,1,0.06,N,20
22,114508,RENT,1.1,VENTURE,A,11707,5.0,1,0.1,N,24
64,32833,RENT,1.3,VENTURE,B,7868,13.29,0,0.24,N,6
66,59925,RENT,6.2,EDUCATION,D,7989,12.56,1,0.13,N,7
47,39887,OWN,0.2,MEDICAL,C,25333,6.53,1,0.64,N,4
63,16615,MORTGAGE,0.3,DEBTCONSOLIDATION,B,8846,17.41,1,0.53,N,30
69,82512,RENT,4.7,DEBTCONSOLIDATION,A,38874,21.55,1,0.47,N,17
22,51305,RENT,5.1,EDUCATION,C,20786,12.58,1,0.41,N,30
29,14771,RENT,5.5,PERSONAL,E,39928,14.95,0,1.5,N,4
33,24575,RENT,2.3,VENTURE,C,19296,6.8,1,0.79,N,20
43,29475,RENT,8.2,EDUCATION,D,3660,11.46,1,0.12,N,14
43,75963,MORTGAGE,3.8,PERSONAL,C,28681,10.7,0,0.38,N,18
65,11270,MORTGAGE,0.6,EDUCATION,D,3871,13.88,0,0.34,N,8
38,11225,RENT,8.0,HOMEIMPROVEMENT,E,36619,21.68,1,1.5,N,27
56,39285,RENT,15.3,HOMEIMPROVEMENT,D,33728,9.3,1,0.86,N,5
53,13909,OWN,0.3,MEDICAL,E,2617,10.17,1,0.19,N,14
50,28865,RENT,2.5,MEDICAL,B,6856,22.61,1,0.24,N,9
47,22129,RENT,3.3,MEDICAL,E,34874,24.98,1,1.5,Y,21
54,5000,RENT,0.8,EDUCATION,C,33339,10.56,0,1.5,N,20
40,18572,RENT,10.1,MEDICAL,E,31399,21.78,1,1.5,N,3
27,28123,RENT,1.7,PERSONAL,A,6851,13.85,1,0.24,Y,26
22,64770,OWN,7.6,MEDICAL,C,12964,19.86,0,0.2,N,26
53,115804,OWN,5.6,EDUCATION,D,1206,24.19,1,0.01,N,17
51,16989,RENT,4.6,VENTURE,A,16160,9.16,0,0.95,Y,27
69,37989,RENT,1.1,VENTURE,C,18812,18.22,1,0.5,N,30
48,48340,MORTGAGE,1.2,EDUCATION,D,3298,23.04,1,0.07,N,23
27,144674,RENT,0.2,PERSONAL,B,26253,17.99,1,0.18,Y,25
36,21200,MORTGAGE,1.4,EDUCATION,B,30222,22.44,1,1.43,N,18
49,16113,RENT,2.1,VENTURE,C,21955,14.89,0,1.36,N,4
18,24841,RENT,9.0,PERSONAL,C,3811,21.05,0,0.15,N,24
22,16002,RENT,2.3,PERSONAL,A,29862,20.19,1,1.5,N,9
62,54027,MORTGAGE,7.0,VENTURE,A,27261,13.14,0,0.5,N,11
21,66225,RENT,2.9,HOMEIMPROVEMENT,A,13417,5.0,1,0.2,N,30
33,40360,RENT,7.7,EDUCATION,B,18455,20.36,1,0.46,N,9
41,38338,RENT,18.7,MEDICAL,A,30811,18.92,1,0.8,N,6
33,83679,MORTGAGE,1.4,DEBTCONSOLIDATION,D,19321,15.0,1,0.23,N,18
19,28331,MORTGAGE,9.9,DEBTCONSOLIDATION,C,24415,9.58,1,0.86,N,1
66,58697,MORTGAGE,4.9,EDUCATION,D,39120,25.0,1,0.67,N,4
45,27930,MORTGAGE,8.5,HOMEIMPROVEMENT,A,33868,13.03,0,1.21,N,6
49,11592,RENT,5.3,MEDICAL,B,9670,14.32,1,0.83,N,18
44,75018,RENT,2.8,DEBTCONSOLIDATION,B,9206,22.92,1,0.12,N,22
37,42210,RENT,1.3,MEDICAL,D,17693,15.16,1,0.42,N,17
41,70359,RENT,0.4,HOMEIMPROVEMENT,D,35753,23.96,1,0.51,N,29
29,45825,MORTGAGE,3.8,HOMEIMPROVEMENT,E,7898,23.01,1,0.17,N,16
67,49969,MORTGAGE,23.2,MEDICAL,A,18330,21.35,1,0.37,Y,22
52,16431,RENT,6.7,HOMEIMPROVEMENT,D,17352,15.57,1,1.06,N,21
50,49034,OWN,2.0,EDUCATION,C,17513,23.15,0,0.36,N,18
50,83128,MORTGAGE,8.8,PERSONAL,D,20266,18.38,1,0.24,N,12
68,31226,RENT,7.3,EDUCATION,C,7038,14.52,1,0.23,N,27
60,20304,RENT,1.7,DEBTCONSOLIDATION,C,33381,11.11,1,1.5,N,20
54,60230,RENT,0.1,MEDICAL,A,22367,13.05,1,0.37,N,9
29,10181,RENT,0.6,VENTURE,C,13034,16.45,1,1.28,N,18
20,90463,OWN,10.5,VENTURE,B,18500,21.97,1,0.2,Y,5
18,27641,RENT,9.1,PERSONAL,A,36585,16.08,0,1.32,Y,3
50,58829,RENT,1.7,EDUCATION,A,24235,18.53,0,0.41,N,2
57,42474,MORTGAGE,1.7,VENTURE,F,24464,25.0,1,0.58,N,26
27,75279,RENT,7.9,DEBTCONSOLIDATION,B,6233,9.53,1,0.08,N,24
60,78014,RENT,13.9,PERSONAL,E,27746,13.12,0,0.36,Y,10
61,39139,MORTGAGE,7.6,EDUCATION,F,21697,16.17,1,0.55,N,25
46,101832,RENT,4.7,PERSONAL,E,13565,11.93,0,0.13,N,29
30,9280,RENT,1.4,EDUCATION,E,35805,16.72,1,1.5,N,6
29,48157,MORTGAGE,3.7,EDUCATION,E,20058,22.08,0,0.42,Y,13
48,84141,RENT,1.3,MEDICAL,B,19106,14.74,1,0.23,N,5
63,49788,OWN,8.3,EDUCATION,A,551,15.58,1,0.01,N,7
19,20255,RENT,2.4,EDUCATION,C,19228,12.12,1,0.95,N,19
68,39775,RENT,9.0,HOMEIMPROVEMENT,B,14799,8.11,1,0.37,N,6
67,21683,RENT,2.4,DEBTCONSOLIDATION,A,27298,6.06,0,1.26,N,14
52,21088,RENT,8.7,EDUCATION,C,21948,17.02,1,1.04,N,30
40,41282,OWN,2.0,VENTURE,C,23370,8.29,1,0.57,N,7
34,5000,OWN,2.9,EDUCATION,E,22714,16.94,0,1.5,N,17
43,28483,MORTGAGE,4.8,DEBTCONSOLIDATION,C,4766,9.26,1,0.17,N,4
25,38458,OWN,0.4,VENTURE,C,11800,18.26,1,0.31,N,13
46,36708,RENT,14.8,HOMEIMPROVEMENT,B,2158,16.31,1,0.06,N,28
43,17736,MORTGAGE,4.3,PERSONAL,B,24252,11.62,1,1.37,N,7
27,49544,OWN,3.5,MEDICAL,F,28633,13.57,1,0.58,N,10
43,35142,OWN,9.1,MEDICAL,A,13242,6.24,1,0.38,N,22
51,122494,MORTGAGE,10.0,EDUCATION,B,16559,13.44,0,0.14,N,26
68,51225,OWN,3.7,EDUCATION,C,14220,24.44,1,0.28,N,2
58,22254,RENT,13.1,MEDICAL,B,28129,9.42,1,1.26,Y,29
24,59341,OWN,0.3,VENTURE,B,11494,7.82,1,0.19,N,30
21,6409,RENT,0.6,PERSONAL,B,22505,8.41,1,1.5,N,8
70,36517,RENT,4.5,MEDICAL,A,20894,16.16,1,0.57,N,7
67,42271,OWN,2.2,PERSONAL,B,1135,22.29,1,0.03,N,18
62,36832,RENT,3.1,PERSONAL,E,11706,10.5,1,0.32,N,9
28,16824,RENT,2.0,VENTURE,C,23305,19.99,1,1.39,N,22
46,36038,RENT,2.6,EDUCATION,A,26132,11.89,0,0.73,N,18
53,12056,OWN,8.6,EDUCATION,B,12160,20.5,1,1.01,N,5
42,103111,RENT,4.5,EDUCATION,A,27377,10.43,1,0.27,N,15
38,36265,OWN,29.7,VENTURE,E,9259,9.1,1,0.26,Y,1
53,48226,RENT,7.7,MEDICAL,B,39424,17.66,1,0.82,N,16
27,8742,RENT,1.6,DEBTCONSOLIDATION,F,32172,25.0,0,1.5,N,13
54,20748,RENT,1.5,EDUCATION,B,24591,22.04,0,1.19,N,16
26,52067,OWN,2.0,VENTURE,D,31835,18.38,1,0.61,N,2
41,68049,RENT,9.3,EDUCATION,B,7509,6.44,1,0.11,N,25
52,15115,MORTGAGE,0.1,MEDICAL,A,2643,9.4,0,0.17,N,26
66,48071,MORTGAGE,1.3,MEDICAL,A,29514,17.69,1,0.61,N,17
52,25124,MORTGAGE,11.8,EDUCATION,C,18358,14.89,0,0.73,N,4
65,5869,MORTGAGE,5.1,MEDICAL,B,24132,17.98,0,1.5,N,9
53,20165,RENT,1.3,EDUCATION,B,20986,5.0,0,1.04,N,20
35,69629,RENT,1.2,PERSONAL,D,829,8.46,0,0.01,N,10
66,74953,OWN,9.9,EDUCATION,A,12870,15.62,0,0.17,N,17
56,41185,OWN,11.2,VENTURE,B,14347,9.8,1,0.35,N,5
49,37629,MORTGAGE,1.5,HOMEIMPROVEMENT,D,32124,14.76,1,0.85,N,6
41,24743,OWN,2.7,EDUCATION,B,5122,16.84,1,0.21,N,17
40,5000,MORTGAGE,9.0,EDUCATION,D,38500,9.24,1,1.5,N,8
49,44715,RENT,7.4,PERSONAL,B,24905,20.65,0,0.56,N,17
54,16192,MORTGAGE,8.4,EDUCATION,B,25837,6.89,1,1.5,Y,22
29,82604,OWN,3.7,HOMEIMPROVEMENT,A,2180,16.67,1,0.03,Y,9
66,11346,OWN,12.1,VENTURE,E,39219,14.86,1,1.5,N,19
30,72398,RENT,2.0,EDUCATION,E,28332,14.2,1,0.39,N,5
40,5626,OWN,0.9,EDUCATION,F,7366,25.0,1,1.31,N,1
42,153456,MORTGAGE,6.2,HOMEIMPROVEMENT,B,25979,15.04,1,0.17,N,17
52,9125,RENT,3.9,EDUCATION,D,18009,11.11,1,1.5,N,18
58,75115,OWN,9.6,EDUCATION,B,4688,5.0,0,0.06,Y,6
47,19676,RENT,0.4,VENTURE,B,36117,23.46,1,1.5,Y,23
34,51862,MORTGAGE,9.3,MEDICAL,D,28287,15.63,1,0.55,Y,14
66,103577,RENT,1.7,MEDICAL,A,3866,9.95,0,0.04,N,21
37,27012,RENT,5.3,DEBTCONSOLIDATION,A,13561,5.0,0,0.5,N,1
65,144462,RENT,0.2,EDUCATION,B,16452,21.89,1,0.11,N,17
42,105283,OWN,4.7,VENTURE,D,19475,9.81,0,0.18,N,1
39,7919,RENT,6.3,PERSONAL,B,4783,10.71,0,0.6,Y,12
30,33288,OWN,2.3,VENTURE,B,21145,12.42,0,0.64,N,3
36,27788,MORTGAGE,1.2,DEBTCONSOLIDATION,F,12240,25.0,1,0.44,N,13
66,35017,MORTGAGE,3.9,MEDICAL,B,33512,11.19,0,0.96,N,4
53,24873,RENT,9.0,VENTURE,A,5628,12.63,1,0.23,N,24
29,15211,MORTGAGE,2.0,HOMEIMPROVEMENT,C,9871,13.57,1,0.65,N,9
58,31761,OWN,1.5,PERSONAL,D,21809,13.24,1,0.69,Y,16
36,50643,RENT,1.6,VENTURE,A,27611,20.93,0,0.55,N,14
29,5000,RENT,14.9,DEBTCONSOLIDATION,C,9128,20.94,0,1.5,N,5
26,63820,RENT,2.2,MEDICAL,A,10962,5.49,1,0.17,Y,28
24,38336,MORTGAGE,0.0,PERSONAL,C,23218,16.09,1,0.61,N,27
45,91953,RENT,7.6,PERSONAL,B,39174,19.93,0,0.43,N,20
31,23239,RENT,6.0,EDUCATION,B,31795,15.6,1,1.37,N,15
48,20634,OWN,0.7,PERSONAL,B,29344,13.88,1,1.42,N,10
69,16813,OWN,21.0,MEDICAL,E,26814,10.44,1,1.5,N,25
36,48728,OWN,4.7,PERSONAL,D,8168,9.12,1,0.17,N,12
64,5000,OWN,3.5,EDUCATION,E,2454,13.9,1,0.51,N,6
33,17897,RENT,2.4,EDUCATION,C,14912,15.27,1,0.83,N,19
70,38768,MORTGAGE,11.4,MEDICAL,A,9306,21.75,0,0.24,N,14
22,7772,RENT,1.4,MEDICAL,B,18515,20.05,0,1.5,N,14
52,35823,OWN,1.7,VENTURE,E,21920,11.2,0,0.61,N,7
29,81139,OWN,0.7,PERSONAL,C,12863,19.35,1,0.16,N,25
42,74139,RENT,7.1,PERSONAL,F,10566,25.0,1,0.14,N,10
69,30637,MORTGAGE,4.5,PERSONAL,A,7374,10.29,0,0.24,N,30
